meas_idx,obs_idx,sat_id,start_time,end_time,used,max_rh,max_amp,mean_amp,num_recs
4,96,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,97,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,98,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,99,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,100,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,101,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,102,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,103,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,104,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,105,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,106,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,107,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,108,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,109,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,110,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,111,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,112,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,113,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,114,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,115,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,116,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,117,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,118,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,119,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,120,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,121,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,122,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,123,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,124,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,125,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,126,65535,65535,65535,true,NaN,NaN,NaN,4294967295
4,127,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,0,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,1,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,2,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,3,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,4,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,5,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,6,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,7,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,8,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,9,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,10,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,11,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,12,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,13,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,14,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,15,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,16,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,17,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,18,65535,65535,65535,true,NaN,NaN,NaN,4294967295
5,19,65535,65535,65535,true,NaN,NaN,NaN,4294967295
